app_id,primary_mechanic,secondary_mechanics,primary_theme,secondary_themes,combat,roguelite,meta_layer,arrow_tapaway,projectile_continues_outside_board,external_targets,external_mobs_or_enemies,bosses,direction_is_resource,board_rotation_or_direction_change,temporary_targets_or_move_windows,run_upgrades,choose_one_of_three,projectile_modifiers,ricochet,pierce,split_or_multishot,chain_or_bounce,elemental_effects,confidence_mechanic,confidence_theme,confidence_magic_arrow_features,needs_review,evidence
8215960,match3,,romance_love,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"жанр Three in a row; Хлоя, жених, Голливуд, беременность"
8216701,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"пройди лабиринт к выходу, бонусы, враги и ловушки"
8217691,tile_match,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"как маджонг-пасьянс, но по 3 кости с японскими кланами"
8218814,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,"соединяй блоки 2048, набери больше очков"
8219742,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"физические задачи с цветными шарами, 6 уровней онлайн"
8219783,match3,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"три кольца цвета в ряд на доске 3х3, кольца исчезают"
8220335,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"цепная реакция уничтожит коробки; дерево 1 клик, камень 4"
8220556,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"прохождение лабиринта, собери плитки быстрым путем"
8221441,other_puzzle,,realistic_neutral,,core,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,головоломка меткой стрельбы: хитмэн устраняет врагов
8222423,other_puzzle,,romance_love,treasure_adventure,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"головоломки на игле, спаси героя, принцесса и сокровища"
8222424,non_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"одень девушку: костюмы и стили, собственная кукла"
8222429,non_puzzle,,vehicles,,core,no,rpg_progression,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,medium,no,зенитная пушка: повышай уровень уничтожая врагов
8222431,bubble_shooter,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,нажимай чтобы стрелять шариками и лопать шарики цвета
8222433,non_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,наступай на шарики того же цвета что и ты; расслабляющая
8227650,match3,,treasure_adventure,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"меняй кристаллы три в ряд; Енот, остров пиратов, сокровища"
8228407,match3,,farm_garden,magic_fantasy,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"фишки 3-в-ряд, Цветочная Фея, 7000 уровней"
8229135,match3,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"классическая игра три в ряд, Долина конфет"
18343194,non_puzzle,,vehicles,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"вождение внедорожника: акселератор, холмы и грязь"
18487570,non_puzzle,,unknown_mixed,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"проведи пальцем чтобы нарезать все, мастер нарезки"
19163417,bubble_shooter,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"зума: поверни камень, запусти, уничтожь три одного цвета"
51394394,picture_reveal,,magic_fantasy,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"составь фигуру из фрагментов, 50 уровней, драконы"
51397295,non_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,yes,"название 2048, но правило пролети дальше; несоответствие"
51397340,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"2048 и тетрис: столбец роняет блок, одинаковые объединяются"
51399364,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"судоку 9х9, 4 сложности, подсказки, темы, таймер"
51411960,match3,,magic_fantasy,,core,no,rpg_progression,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,high,high,high,no,рунные камни три в ряд; магия огня яда мороза молнии; бой с монстрами
51414631,quiz_trivia,,food_household,,none,no,collection,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,medium,no,"викторина Что за фрукт, вопросы про фрукты, коллекция персонажей"
51415023,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"лопай шары; жанр Three in a row, но правил матча нет"
51417437,tabletop,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,дурак классический с реальными соперниками
51418006,other_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"разрежь дерево в спираль, уничтожь препятствия"
51418008,non_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"скользи влево-вправо, избегай препятствий, толкай шары"
51418014,match3,,farm_garden,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"цветы 3+ в рядах горизонтали и вертикали, сад"
51418015,non_puzzle,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,low,high,no,"управляй змеей чтобы съесть яблоко, уровни"
51418021,match3,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"собери и уничтожь 3 одинаковых блока, очисти уровень"
51418036,non_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"избегай препятствий, собери ластики, стань больше"
51418333,non_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,low,high,no,жанр Gambling; только Фортуна любит смелых
51418493,word,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"слова из слова: быстрый и медленный режимы, свое слово"
51420108,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,"2048 и тетрис, Шарики; правил в описании нет"
51420554,hidden_object,,unknown_mixed,,none,no,pvp_tournament,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"Поиск Предметов в названии; брось вызов друзьям, дуэль"
51421668,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,2048 с физикой: опусти число и объедини с тем же номером
51427204,other_puzzle,,realistic_neutral,,core,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"головоломка со стрельбой: разбей бутылки, уничтожь врагов"
51433539,match3,,horror,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"три в ряд для Хэллоуина, графика и музыка, вызов друзьям"
51435642,picture_reveal,other_puzzle,horror,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"сдвинь плитки чтобы собрать картинку, доски до 10х10"
51437963,non_puzzle,,horror,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,коснись чтобы прыгнуть на зомби; избегай шипов
51440258,match3,,cute_animals,food_household,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"собери сладости 3-5 в ряд, Милая Панда, 40 уровней"
51442884,non_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"слоты Три Семерки: классика залов, бонусы, 50000 монет"
51443821,unknown,,unknown_mixed,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,low,low,low,yes,пустое описание
51449726,tile_match,,treasure_adventure,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"остров и сокровища, тренируй память, уровни и предметы"
51450244,non_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"симулятор игрушек: разбери, покрась, собери"
51450245,non_puzzle,,realistic_neutral,,core,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,нажми на цель чтобы выстрелить
51450265,tile_match,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,сопоставь пары фруктов 3 или меньше линиями на время
51450266,unknown,,treasure_adventure,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,low,medium,low,yes,Bubble Bobble; инновации и цели без правил; джунгли
51450267,bubble_shooter,,cute_animals,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"зума: очисти шарики до конца пути, комбо, Цыпленок"
51450268,match3,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"убери 3 конфеты перемещая, задания уровней, 3D"
51450276,non_puzzle,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"фигура на время: гамбургеры полнят, огурцы стройнят"
51450966,merge,,abstract,magic_fantasy,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,соедини одинаковые в улучшенный; магия лишь в названии
51451060,non_puzzle,,vehicles,,core,no,rpg_progression,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"танковый бой: улучшай танк, уничтожай врагов и боссов"
51453768,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"Матч 4: сопоставь 4 номера плиток, складываются"
51453905,match3,,treasure_adventure,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"кристаллы три в ряд, сокровища, жемчужная пещера, 5000 уровней"
51453978,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"2048 кликер и тетрис, объединяй ячейки, следи за ходами"
51455776,match3,,magic_fantasy,,none,no,other,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"собери три; алхимик варит зелья, рецепты, задания людей"
51459766,quiz_trivia,,realistic_neutral,,none,no,collection,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,medium,no,"викторина Кто Это: знаменитые люди, коллекция персонажей"
51466499,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"Ханойская башня: разложи обручи по цветам, 100 уровней"
51468424,merge,,abstract,,none,no,pvp_tournament,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"головоломка 2048, соревнуйся, рекорды, таблица лидеров"
51470385,match3,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"удали 2+ рядом стоящих шаров цвета, очисти все поле"
51470914,arrow_tapaway,,abstract,,none,no,none,yes,yes,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,high,medium,medium,no,нажимай кубики вылетают по стрелкам; меняй направление вылета
51471577,quiz_trivia,,food_household,,none,no,collection,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,medium,no,"викторина Вкусная еда: кухни мира, коллекция персонажей"
51471581,quiz_trivia,,vehicles,,none,no,collection,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,medium,no,"викторина Автомобили России и СССР, коллекция персонажей"
51471584,quiz_trivia,,vehicles,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"викторина Тест ПДД, подготовка к экзамену ГИБДД"
51473464,match3,,magic_fantasy,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,мод Skydom: три в ряд с уникальными режимами
51475309,sort,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"шарики перемешались, выстави по цветам, уровни и сложность"
51477963,hidden_object,,home_renovation,romance_love,none,no,renovation_story,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,medium,no,"поиск отличий; звезды на восстановление виллы, Алиса и отпуск"
51480216,non_puzzle,,memes_pop_culture,,none,no,idle_economy,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,medium,no,"клики и монеты с друзьями, персонажи, нуби-атмосфера"
51485348,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"кликни рядом стоящие квадратики, объедини в удвоенный"
51486561,non_puzzle,,romance_love,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,"Венди организатор свадеб, соединяет любящие сердца; правил нет"
51487474,match3,,magic_fantasy,,cosmetic,no,other,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,medium,no,"жанр Three in a row; герои, цитадель, три в ряд битвы"
51488918,tile_match,,food_household,,none,no,other,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,"кухонный маджонг; рецепты, заказы, монеты, рейтинг кафе"
51489675,non_puzzle,,realistic_neutral,,cosmetic,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"грабь соседей, вырасти елку, прокачай снеговика"
51492084,non_puzzle,,space_scifi,,core,no,pvp_tournament,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"космическая стратегия: юниты, миссии, PVP, база на астероидах"
51492505,picture_reveal,other_puzzle,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,раздвижная головоломка: двигай блоки собери рождественскую картинку
51492686,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,Линии Шарики 98: цепочки из 5+ по горизонтали и диагонали
51493041,match3,,cute_animals,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,"жанр Three in a row; милые животные, реквизит, соревнования"
51493047,non_puzzle,,magic_fantasy,,none,no,collection,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,medium,no,"остров с драконами: ресурсы, разведение, коллекция, квесты"
51493080,non_puzzle,,unknown_mixed,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"собирай плитки, проложи дорогу, не упади в воду, скины"
51493082,non_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"раннер на каблуках: препятствия, перила, подиум"
51493083,other_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"память и скорость рук, выбери рисунок, столкни противника"
51493084,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"длина веревки чтобы поймать мяч, золотые монеты"
51495317,tile_match,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,маджонг и матч-3: собирайте по 3 одинаковых плитки
51495445,picture_reveal,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,ежедневная раскраска: простое путешествие художника
51495570,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"перемещай числа, одинаковые встречаются, синтезируй предел"
51495581,bubble_shooter,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"стрелялки: сопоставь 3, стреляй и лопай пузыри"
51495585,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,high,high,medium,no,"угол запуска, шарики прыгают между кирпичами с числами ударов"
51495586,non_puzzle,,realistic_neutral,,core,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"вертолетная 3D стрелялка: миссии, пулемет, преступники"
51496813,match3,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,три в ряд: собери и взорви драгоценные камни
51499101,merge,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"вариант 2048: собирай тортики вместо цифр, бустеры"
51499386,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"числовая логика: собери фишки с очками 0-21, без случайностей"
51505551,non_puzzle,,memes_pop_culture,horror,core,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,Нубик с пистолетом охотится на зомби и скелетов
51509066,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,"2048 и Пасьянс: комбинации как в 2048, уровни"
51517117,sort,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,Water Sort: цветная вода в стаканах по одному цвету
51522674,block_hexa,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"блоки на доске 9х9, линии и квадраты, судоку-элементы"
51522679,block_hexa,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,заполни поле падающими кристаллами фигур жестами
51523379,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,high,high,medium,no,разбивай блоки выстрелом и рикошетом; много шариков и суперудар
51524227,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,шаром закрась плитки лабиринта; стрелки-клавиши лишь управление
51524312,non_puzzle,,romance_love,,none,no,other,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,Правда или Действие с друзьями и знакомствами
51524476,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"2048 и тетрис: числа падают, объединяй, держи стакан чистым"
51527512,match3,,horror,romance_love,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,три в ряд; вампирское романтическое приключение
51528039,unknown,,space_scifi,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,low,medium,low,yes,только классическая игра на рейтинг; правил нет
51528946,picture_reveal,,magic_fantasy,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,собери пазлы и оживи сказочных героев
51530048,other_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"жми плитки с трубами, проведи жидкость, водопровод на острове"
51530810,other_puzzle,,detective_mystery,romance_love,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"100 дверей и побег: тайна поместья, скрытые предметы"
51531575,non_puzzle,,treasure_adventure,monsters_combat,unknown,unknown,none,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,medium,medium,low,yes,уровни с монстрами и сокровищами; добудь 3 артефакта
51533334,sort,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"рассортируй шарики по трубочкам: подсказки, отмена, шаги"
51536054,non_puzzle,,unknown_mixed,,none,no,none,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,medium,medium,low,yes,запускай пилу режь шарики и пончики в комнате; логика и ловкость
51539269,quiz_trivia,,cute_animals,,none,no,collection,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,medium,no,"викторина Кошки: тысячи вопросов, коллекция персонажей"
51540681,non_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,слоты 777 Империя Удачи: бонусы и новые автоматы
51541268,match3,,cute_animals,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"жанр Three in a row; Птичий остров, уровни и персонажи"
51541460,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"судоку 9х9, 6 сложностей, подсказки, рекорды"
51541524,hidden_object,,magic_fantasy,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,найди разницу на картинках; Алиса и волшебная страна
51542935,non_puzzle,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"нарезка фруктов одним движением, соки брызгают, 2 режима"
51543281,match3,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"жанр Three in a row; доставщик устраняет ингредиенты, режим PK"
51543283,match3,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"устраняй звезды одного цвета, больше звезд выше счет"
51543286,match3,,cute_animals,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"три в ряд и выбывание: завершай устранение блоков, животные"
51543289,match3,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"кликай чтобы устранить шарики цвета, больше за раз выше счет"
51543315,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"размещай числа чтобы одинаковые соединились в большее, 2048"
51543319,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,high,high,medium,no,двигай объекты чтобы изменить направление мяча в бочки; пушки
51547704,other_puzzle,,horror,,cosmetic,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,medium,no,проведи линию чтобы убить зомби; оружие и скины
51547981,picture_reveal,,cute_animals,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"алмазное рисование по номерам: единороги, торты, галереи"
51548724,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,объедини числа рядом чтобы довести до 10; нет комбинаций конец
51549677,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,2048 Сортировка шариков; веселая тренировка ума без правил
51551427,other_puzzle,,abstract,,none,no,none,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,medium,medium,low,yes,одним шаром уничтожь все бокалы; детали полета неясны
51554155,non_puzzle,,memes_pop_culture,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,"Нубик с бомбами взрывает дома, сундуки и кристаллы"
51554330,match3,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"меняй местами фрукты 3+, реквизит, фрукты и овощи"
51554338,bubble_shooter,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,запускай шары чтобы устранить шары цвета; не приближайся
51554341,match3,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,low,high,no,нажми 2+ рядом стоящих одинаковых яйца чтобы устранить
51554350,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"кати шар сквозь слои препятствий и лабиринтов, монеты"
51554432,match3,,home_renovation,romance_love,none,no,renovation_story,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,medium,no,"плитки три в ряд; романтика, сад, переделка особняка"
51556993,match3,,home_renovation,,none,no,renovation_story,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,low,no,"жанр Three in a row; дизайнер: дома, улицы, салоны красоты"
51558273,hidden_object,,unknown_mixed,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,отличия между картинками для детей и взрослых
51559466,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,проведи пальцем найди цель и выберись из лабиринтов
51559478,merge,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,yes,"название Пузырь Шутер, но правило суйка-слияние фруктов"
51559482,bubble_shooter,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"лопайте и стреляйте: цель и нажми, ограниченные выстрелы"
51559485,non_puzzle,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,нарезка фруктов одним ножом за один шанс
51559734,sort,merge,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,шарики в колбах: сортируй и соединяй пока не суммируются
51562952,non_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"реальная рыбалка: водоемы, места, трофей"
51563094,other_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,рисуй линии-стены чтобы закатить мяч в кольцо
51567810,non_puzzle,,space_scifi,,core,yes,rpg_progression,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,medium,no,"многопользовательский рогалик: робот-копатель, турели, портал"
51568330,match3,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,взрывай пузыри сопоставляя 3 цвета; панда собирает еду
51568337,non_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,племя охотников на гигантских животных; правил нет
51568340,match3,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,мини-игра три в ряд; шашлык и свежие ингредиенты
