bucket,bucket_kind,app_id,title,genre,match_strength,reasons,members_count,published,age_days,rank_growth_rate,rank_popular_week,rank_popular_today,hot_top300
match3,mechanic,51750697,Футбольный Матч,Simulator,strong,title:матч,16551,2023-11-27,1024,1903,1249,1821,0
match3,mechanic,7580568,Огород мечты: три в ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,16009,2020-09-28,2179,4382,4919,4913,0
match3,mechanic,52918288,Приключения и Сокровища,Three in a row,strong,desc:три в ряд,15786,2025-05-12,492,669,1166,,0
match3,mechanic,8174614,Фея сладкие шарики,Three in a row,strong,desc:три в ряд,15437,2022-05-25,1575,4600,1783,1282,0
match3,mechanic,51605986,Котейки,Three in a row,strong,desc:три в ряд,14478,2023-04-07,1258,,,3625,0
match3,mechanic,53681722,Зума Бласт,Adventure,strong,desc:составлять комбинации из трех и более од,14074,2025-06-05,468,4661,2334,2370,0
match3,mechanic,54290482,Грядки перемен,Hyper-casual,strong,desc:три в ряд,14031,2025-11-12,308,4187,1959,,0
match3,mechanic,52813474,Магическая сортировка,Three in a row,strong,desc:соединять три одинаков,13846,2024-12-09,646,4956,1109,890,0
match3,mechanic,53480720,Пиратский Рай,Puzzle,strong,desc:соединять три одинаков,13644,2025-04-24,510,,960,1203,0
match3,mechanic,53500261,Соединяй предметы,Three in a row,strong,desc:три в ряд,13608,2025-04-28,506,1873,2704,2309,0
match3,mechanic,5507159,Слоты LiveGames,Gambling,strong,desc:3 в ряд,13585,2016-06-27,3733,1651,2531,707,0
match3,mechanic,52002291,Детектив,Puzzle,strong,desc:три в ряд,13518,2024-07-18,790,4681,3059,3062,0
match3,mechanic,52979805,Ассоциации,Word game,strong,desc:три в ряд,13409,2025-01-29,595,3179,2716,1164,0
match3,mechanic,51418014,Сад Матч 3D,Three in a row,strong,title:матч 3,13382,2022-11-08,1408,3651,2467,2357,0
match3,mechanic,53021580,По полочкам: игра-сортировка,Three in a row,strong,desc:собирает три одинаков,13277,2025-02-18,575,4814,1597,589,0
match3,mechanic,53032843,Королевство три в ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,13031,2025-02-18,575,4146,2128,508,0
match3,mechanic,6000474,Техномагия,Adventure,strong,desc:три-в-ряд,12960,2017-05-03,3423,4700,4035,4036,0
match3,mechanic,54062983,ВегаМикс Деревенька три-в-ряд,Three in a row,strong,title:три-в-ряд; desc:три в ряд,12674,2025-08-28,384,3721,1451,,0
match3,mechanic,54032709,Poppytile,Three in a row,strong,desc:три в ряд,12042,2025-10-01,350,3347,1531,,0
match3,mechanic,54297945,Три-в-ряд: Одиссея,Three in a row,strong,title:три-в-ряд; desc:3-в-ряд,11683,2025-12-16,274,3967,2453,722,0
match3,mechanic,51411960,Руны Феи,Three in a row,strong,desc:три в ряд,11676,2022-09-06,1471,1361,3630,3643,0
match3,mechanic,7384081,Посади Лес: Игра Три в ряд,Three in a row,strong,title:три в ряд; desc:матч-3,11603,2020-05-03,2327,4370,4502,4675,0
match3,mechanic,54065515,Восход Императора,Hyper-casual,strong,desc:три в ряд,11261,2025-09-17,364,4952,2797,828,0
match3,mechanic,51496813,ДРАГОЦЕННОСТЬ РАЗДАВИТЬ,Hyper-casual,strong,desc:три в ряд,11051,2022-12-07,1379,3957,4678,4680,0
match3,mechanic,8120291,Jelly Blast - Три в Ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,11033,2022-04-08,1622,776,2300,,0
match3,mechanic,51453768,Матч 4,Puzzle,strong,title:матч,10897,2022-11-14,1402,3122,4580,4676,0
match3,mechanic,54212896,ВегаМикс Пазлы Да Винчи,Three in a row,strong,desc:match-3,10635,2025-10-31,320,3948,2617,791,0
match3,mechanic,51580356,Подземелья и Алмазы - 3 в ряд,Three in a row,strong,title:3 в ряд; desc:3 в ряд,10278,2023-03-20,1276,1945,3198,3199,0
match3,mechanic,8054181,Candy Monster - три в ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,10012,2022-01-19,1701,4338,2204,870,0
match3,mechanic,8134740,Сказка: Лучший Дизайнер,Three in a row,strong,desc:три в ряд,10000,2022-04-26,1604,540,2490,476,0
match3,mechanic,8229135,Долина конфет: три в ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,9966,2022-08-07,1501,4332,2233,798,0
match3,mechanic,51819872,Диамант 2: Небесные истории,Three in a row,strong,desc:три-в-ряд,9903,2026-03-25,175,338,476,101,1
match3,mechanic,54007326,Волшебный особняк,Three in a row,strong,desc:три в ряд,9425,2025-08-19,393,3674,2124,1815,0
match3,mechanic,51554432,Coldscapes: My Match-3 Family,Three in a row,strong,title:match-3; desc:три в ряд,9187,2023-04-19,1246,4192,3778,3820,0
match3,mechanic,52232837,Дизайн Дачи: Три в ряд,Three in a row,strong,title:три в ряд; desc:матч-3,9185,2024-09-04,742,2922,2283,,0
match3,mechanic,53834944,Три в ряд - Сокровища Египта,Three in a row,strong,title:три в ряд; desc:три в ряд,9024,2025-07-04,439,1111,1571,1261,0
match3,mechanic,51937195,Плиточки Маджонг Три в ряд,Three in a row,strong,title:три в ряд; desc:соединяй три одинаков,8992,2024-06-18,820,3711,3127,3128,0
match3,mechanic,53787314,Ягодный Джем,Three in a row,strong,desc:3 в ряд,8670,2025-06-23,450,4680,2292,2415,0
match3,mechanic,53742893,Сладкое Королевство,Three in a row,strong,desc:три в ряд,8560,2025-06-16,457,4633,2680,,0
match3,mechanic,51618682,Дизайн дома: 3 в ряд,Three in a row,strong,title:3 в ряд; desc:три в ряд,7729,2023-04-25,1240,3156,2927,2826,0
match3,mechanic,51433539,Хэллоуин Матч 3,Three in a row,strong,title:матч 3; desc:матч 3,7715,2022-09-27,1450,4578,3120,3121,0
match3,mechanic,8219783,Три в ряд: кольца!,Hyper-casual,strong,title:три в ряд; desc:три в ряд,7642,2022-09-19,1458,3415,1866,926,0
match3,mechanic,6739930,Блок матч: Тетрис,Three in a row,strong,title:матч,7598,2019-02-19,2766,3864,4380,4381,0
match3,mechanic,54139670,Светяшки Три в ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,7439,2025-09-15,366,4738,2054,898,0
match3,mechanic,53184846,Натуральный сок  три в ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,6997,2025-03-26,539,3920,2272,860,0
match3,mechanic,54670833,Полки: Три в Ряд,Three in a row,strong,title:три в ряд,6943,2026-07-13,65,3792,1478,1169,0
match3,mechanic,54390349,Волшебные Поляны,Three in a row,strong,desc:три в ряд,6736,2025-12-18,272,4619,2580,,0
match3,mechanic,51891841,Сладкое Озеро,Three in a row,strong,desc:три в ряд,6684,2024-04-02,897,3381,3972,3982,0
match3,mechanic,53999614,Любимые деревяшки 3 в ряд,Three in a row,strong,title:3 в ряд; desc:3 в ряд,6650,2025-08-05,407,2366,2329,1666,0
match3,mechanic,54173700,Дизайн Особняка Три в Ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,6598,2025-09-25,356,1277,1367,509,0
match3,mechanic,53263334,Тайны галактики. Три в ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,6482,2025-04-01,533,3865,2761,954,0
match3,mechanic,54571681,В поисках дракона,Three in a row,strong,desc:три-в-ряд,6199,2026-05-27,112,421,1685,,0
match3,mechanic,54381470,Волшебная Ёлка Три-в-Ряд,Three in a row,strong,title:три-в-ряд; desc:три-в-ряд,5922,2025-12-17,273,,2169,2707,0
match3,mechanic,4693053,Mortal Kombat 2 Quest,Simulator,strong,desc:match-3,5908,2020-08-30,2208,3197,3296,3297,0
match3,mechanic,51874967,Кристаллы 3 в ряд,Three in a row,strong,title:3 в ряд; desc:3 в ряд,5901,2024-03-12,918,,3501,3545,0
match3,mechanic,6604566,Слоты LiveGames-слот автоматы,Gambling,strong,desc:3 в ряд,5707,2018-07-20,2980,4262,3651,3653,0
match3,mechanic,51554330,Вкусные Животные Фрукты,Three in a row,strong,"desc:меняйте местами фрукты, чтобы объединить",5692,2024-08-12,765,1926,4676,4678,0
match3,mechanic,54668751,Шарики: Бабл Шутер,Puzzle,strong,desc:собирая комбинации из трех и более одина,5542,2026-07-24,54,3133,2234,705,0
match3,mechanic,51807678,Сокровища - Три в Ряд,Three in a row,strong,title:три в ряд; desc:3 в ряд,5270,2024-02-29,930,4527,2433,2345,0
match3,mechanic,54467048,Блеск Самоцветов - Три в Ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,5206,2026-03-06,194,2320,1239,2782,0
match3,mechanic,51621091,Мастер плиток,Three in a row,strong,desc:три в ряд,5087,2023-04-24,1241,4867,4078,4079,0
match3,mechanic,53496602,Дизайн Дома: Украшаем Дом,Three in a row,strong,desc:три в ряд,5021,2025-04-28,506,3249,2604,2733,0
match3,mechanic,54582396,Герои Стихий: РПГ Три в ряд,Three in a row,strong,title:три в ряд,4881,2026-07-31,47,3977,376,583,0
match3,mechanic,52898503,Бесконечная башня. Три в ряд.,Three in a row,strong,title:три в ряд; desc:составлять ряды из трех или более одинак,4558,2025-02-04,589,2119,3640,3644,0
match3,mechanic,54422674,Маджонг 3,Three in a row,strong,desc:три в ряд,3976,2026-01-30,229,3694,845,2704,0
match3,mechanic,52901003,Фишечки,Three in a row,strong,desc:три в ряд,3944,2025-01-09,615,3538,1353,1943,0
match3,mechanic,54628827,Три в ряд: Сочный сад,Three in a row,strong,title:три в ряд; desc:три в ряд,3719,2026-06-15,93,4428,622,759,0
match3,mechanic,54350770,Хлюпики Взорвать шары,Three in a row,strong,desc:три в ряд,3648,2025-11-26,294,2913,1110,1136,0
match3,mechanic,51807679,Затерянный город - Три в ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,3613,2024-03-06,924,3631,1219,2294,0
match3,mechanic,52444661,Таинственный Лес - три в ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,3457,2024-10-14,702,1704,3057,3060,0
match3,mechanic,54694915,ZooPals Trio 3,Three in a row,strong,desc:match-3,3426,2026-09-09,7,172,304,,1
match3,mechanic,53393011,3 в ряд,Three in a row,strong,title:3 в ряд; desc:матч-3,3377,2025-04-07,527,1607,3658,3661,0
match3,mechanic,53404495,Дзен-пазл: релакс,Three in a row,strong,desc:соединяйте три одинаков,3368,2025-05-07,497,2486,3627,3605,0
match3,mechanic,54650960,Сакура,Three in a row,strong,desc:три-в-ряд,3166,2026-07-09,69,4747,1934,910,0
match3,mechanic,54587791,Пельменный Замес - три в ряд,Three in a row,strong,title:три в ряд,3124,2026-05-26,113,730,4504,4506,0
match3,mechanic,54407288,Собери три: Тайна леса,Puzzle,strong,desc:три в ряд,3097,2025-12-29,261,3729,3798,3772,0
match3,mechanic,53843698,Матрешки Три в Ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,3066,2025-11-24,296,2442,685,574,0
match3,mechanic,54032780,Властелин Тайлов : 3 в ряд,Three in a row,strong,title:3 в ряд,2988,2025-08-15,397,4587,3109,3135,0
match3,mechanic,52912955,Музыкальный Sprunki-пазл,Simulator,strong,desc:три в ряд,2908,2025-02-07,586,3898,4242,4243,0
match3,mechanic,51527512,Mystic Hills,Puzzle,strong,desc:три в ряд,2883,2023-04-21,1244,4830,2491,1989,0
match3,mechanic,52405430,ВегаМикс Морские приключения,Three in a row,strong,desc:три-в-ряд,2735,2024-10-21,695,2535,1860,463,0
match3,mechanic,53566082,В поисках Бриллианта,Three in a row,strong,desc:три-в-ряд,2680,2025-05-15,489,4418,1356,268,1
match3,mechanic,54655842,Crystal Rush,Three in a row,strong,desc:три в ряд,2587,2026-08-31,16,4625,3510,3554,0
match3,mechanic,54683518,Мастер колец,Arcade,strong,desc:три в ряд,2576,2026-07-30,48,4958,4248,4248,0
match3,mechanic,5170657,Star Wars Heroes,Three in a row,strong,desc:match-3,2483,2016-02-04,3877,3916,4245,4245,0
match3,mechanic,51440258,Милая Панда: Три в Ряд,Three in a row,strong,title:три в ряд,2441,2022-10-04,1443,4247,2870,2874,0
match3,mechanic,54715555,Орбитальный рубеж,Arcade,strong,desc:собирай орбитальную оборону — соединяй т,2363,2026-08-14,33,4136,709,1922,0
match3,mechanic,54407509,Зума путь дракона,Three in a row,strong,desc:3 в ряд,2289,2026-04-15,154,4255,3657,3686,0
match3,mechanic,51860258,Кошечки Собачки: Три в ряд,Three in a row,strong,title:три в ряд,2286,2024-02-20,939,2620,4309,4309,0
match3,mechanic,51922174,Блоки Судоку - пазлы судоку!,Puzzle,strong,desc:три в ряд,2188,2024-05-13,856,4357,4318,4319,0
match3,mechanic,54509847,Карточный Матч,Puzzle,strong,title:матч,2059,2026-04-13,156,4024,4838,4839,0
match3,mechanic,54708779,Игра сортировка по полочкам,Three in a row,strong,desc:три в ряд,2045,2026-08-12,35,1800,3381,3364,0
match3,mechanic,54628971,Собачий ряд,Three in a row,strong,desc:match-3,2014,2026-06-19,89,2958,4002,4003,0
match3,mechanic,54691807,Кристальные сокровища,Three in a row,strong,desc:три в ряд,1988,2026-08-05,42,2184,3402,3583,0
match3,mechanic,54528991,Город Самоцветов,Puzzle,strong,desc:match-3,1945,2026-04-14,155,,2902,2904,0
match3,mechanic,51901586,Долина кристаллов - 3 в ряд,Three in a row,strong,title:3 в ряд,1884,2024-10-21,695,2955,3983,3984,0
match3,mechanic,54723945,Арквел,Three in a row,strong,desc:три в ряд,1859,2026-08-24,23,4576,2241,550,0
match3,mechanic,53495848,Stick Jewel: Match 3 Master,Three in a row,strong,title:match 3; desc:матч 3,1775,2025-04-28,506,3803,2463,2492,0
match3,mechanic,54673015,Звёздные кристаллы,Puzzle,strong,desc:три в ряд,1775,2026-08-17,30,2647,4438,4439,0
match3,mechanic,54519094,Маджонг построй ферму,Puzzle,strong,desc:собирайте по три одинаков,1732,2026-04-06,163,3642,2856,2895,0
match3,mechanic,54704785,Тучкин: 28 котоигр,Puzzle,strong,desc:три-в-ряд,1704,2026-08-18,29,2206,,,0
match3,mechanic,53981531,Волшебная Сага: Три в ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,1548,2025-08-18,394,3766,3422,3398,0
match3,mechanic,53198099,Мастер по плиточкам: 3-в-ряд,Three in a row,strong,title:3-в-ряд; desc:три в ряд,1538,2025-04-09,525,3962,4490,4492,0
match3,mechanic,54741214,Изумрудный Сад - Три в ряд,Three in a row,strong,title:три в ряд; desc:match-3,1436,2026-09-04,12,,,3553,0
match3,mechanic,54642802,Лапкино: Три в ряд,Three in a row,strong,title:три в ряд,1427,2026-07-07,71,3431,4207,4208,0
match3,mechanic,53404473,Автопарк: сортируй тачки,Simulator,strong,desc:три в ряд,1345,2026-02-19,209,3391,4324,4325,0
match3,mechanic,54417596,Построй Город: Паззлы!,Three in a row,strong,desc:матч3,1293,2026-03-02,198,2771,3010,3012,0
match3,mechanic,54258496,Мастер Полок: Сортировка 3D,Hyper-casual,strong,desc:3 в ряд,1288,2025-10-23,328,1513,3429,3437,0
match3,mechanic,51756273,Головоломка для ума,Puzzle,strong,desc:три в ряд,1185,2023-09-25,1087,4058,4931,4931,0
match3,mechanic,54721933,Три в ряд - Путь Сёгуна,Three in a row,strong,title:три в ряд; desc:три в ряд,1080,2026-08-25,22,1172,3710,3712,0
match3,mechanic,54594449,Фруктовый рынок,Three in a row,strong,desc:три в ряд,946,2026-05-26,113,3038,4225,4226,0
match3,mechanic,52697346,Три в Ряд - Для взрослых,Three in a row,strong,title:три в ряд,930,2024-11-18,667,4393,4870,4872,0
match3,mechanic,54748520,СуслиКлик,Puzzle,strong,desc:собирайте группы из трех и более одинако,807,2026-09-14,2,3280,3815,3449,0
match3,mechanic,53416819,Маджонг: плитки 3 в 1 ряд,Puzzle,strong,desc:матч-3,672,2025-04-11,523,4215,3400,3401,0
match3,mechanic,52486612,Мамин Дизайнер - Три в ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,668,2024-10-21,695,3103,4543,4544,0
match3,mechanic,54636684,Три в ряд - Сказочный лес,Three in a row,strong,title:три в ряд; desc:три в ряд,660,2026-07-03,75,3163,2875,2879,0
match3,mechanic,54111128,Цветочный матч,Puzzle,strong,title:матч,641,2025-11-01,319,2378,2991,2993,0
match3,mechanic,54580672,Линия славы: Арена,Three in a row,strong,desc:3-в-ряд,623,2026-06-01,107,2615,2732,794,0
match3,mechanic,54585243,Крестики-нолики Сдвиг по фазе,Tabletop game,strong,desc:три в ряд,521,2026-05-26,113,3282,3834,3801,0
match3,mechanic,52895482,Соедини все Буковки,Hyper-casual,strong,desc:три в ряд,482,2025-01-09,615,3399,4813,4814,0
match3,mechanic,54690771,Три в ряд - Панда,Three in a row,strong,title:три в ряд; desc:три в ряд,471,2026-08-06,41,3195,3314,3340,0
match3,mechanic,54713924,STELLAR VOYAGE,Three in a row,strong,desc:три в ряд,429,2026-08-18,29,3420,4116,4117,0
match3,mechanic,54412730,Шарики: Игра Три в ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,412,2026-02-04,224,4284,3933,3934,0
match3,mechanic,54208557,2048 Плитки,Puzzle,strong,desc:три в ряд,408,2025-10-06,345,2643,4424,4425,0
match3,mechanic,51921437,Сортировка По Полочкам!,Puzzle,strong,desc:соединять 3 одинаков,396,2024-05-14,855,4317,4109,4119,0
match3,mechanic,54176454,Квадратики,Puzzle,strong,desc:три в ряд,381,2025-09-26,355,4083,3251,3252,0
match3,mechanic,52651460,Миллион,Puzzle,strong,desc:три в ряд,373,2024-11-11,674,4405,4970,4961,0
match3,mechanic,54725690,Вкусные тайлы: Три в ряд кафе,Three in a row,strong,title:три в ряд; desc:три в ряд,368,2026-08-26,21,4682,3058,3061,0
match3,mechanic,54661641,Грани - три в ряд,Three in a row,strong,title:три в ряд; desc:три в ряд,343,2026-07-24,54,2279,4312,4312,0
match3,mechanic,52128492,Роняй Крипту,Puzzle,strong,desc:соединяя 3 и более одинаков,314,2024-08-12,765,3421,4130,4131,0
match3,mechanic,5592984,Фрогги. Три в ряд,Three in a row,strong,title:три в ряд,185,2025-04-28,506,4320,4142,4118,0
match3,mechanic,52701377,Мердж Сладкоежка Три в ряд,Hyper-casual,strong,title:три в ряд; desc:соединяйте 3 или более конфет,169,2024-12-06,649,4313,4173,4150,0
match3,mechanic,53774010,Блоки: Двигай и Объединяй,Puzzle,strong,desc:соединять три или более одинаков,139,2025-06-20,453,4312,4146,4146,0
match3,mechanic,54653496,Пазл Перемен,Puzzle,strong,desc:3 в ряд,115,2026-09-14,2,759,3513,3523,0
match3,mechanic,51914517,По полочкам: магазин игрушек,Puzzle,strong,desc:три в ряд,68,2024-06-13,825,4895,4788,4789,0
match3,mechanic,3849521,Инди Кот,Three in a row,weak,genre_weak:Three in a row,12919758,2013-08-30,4765,3667,13,392,1
match3,mechanic,4249938,Тайны Прошлого: Наследие!,Three in a row,weak,genre_weak:Three in a row,1386175,2014-04-15,4537,4942,4371,4372,0
match3,mechanic,53584246,Тайна Фонаря,Three in a row,weak,genre_weak:Three in a row,439753,2025-08-28,384,22,47,21,1
match3,mechanic,6994984,Атлантида - зума,Three in a row,weak,genre_weak:Three in a row,413628,2019-07-12,2623,,74,281,1
match3,mechanic,8133714,Небеса,Three in a row,weak,genre_weak:Three in a row,372435,2022-06-06,1563,491,210,214,1
match3,mechanic,5757681,Тайны Прошлого: Величие!,Three in a row,weak,genre_weak:Three in a row,343305,2016-12-16,3561,4755,4235,4236,0
match3,mechanic,6284740,Летняя История: шарики,Three in a row,weak,genre_weak:Three in a row,310251,2017-12-14,3198,4521,374,2353,0
match3,mechanic,7155515,Необитаемый остров 🧡,Three in a row,weak,genre_weak:Three in a row,248920,2019-10-06,2537,4254,1701,1001,0
match3,mechanic,8168881,Соединяйка,Three in a row,weak,genre_weak:Three in a row,236868,2022-05-23,1577,4678,227,2418,1
match3,mechanic,51918751,Шарики в колбах,Three in a row,weak,genre_weak:Three in a row,208167,2024-05-07,862,162,159,477,1
match3,mechanic,51731262,Пазл с блоками 88,Three in a row,weak,genre_weak:Three in a row,181128,2024-01-09,981,4274,493,1114,0
match3,mechanic,6381463,Вега Микс на Даче,Three in a row,weak,genre_weak:Three in a row,177173,2018-03-07,3115,4371,4315,4316,0
match3,mechanic,52703392,Лопаем мячи,Three in a row,weak,genre_weak:Three in a row,158113,2024-11-20,665,167,180,,1
match3,mechanic,51912693,Время шариков,Three in a row,weak,genre_weak:Three in a row,143675,2024-04-25,874,3124,237,719,1
match3,mechanic,51559482,Лопать Пузыри,Three in a row,weak,genre_weak:Three in a row,139336,2023-03-21,1275,366,630,,0
match3,mechanic,51719736,Шарики Зума Стрелялки,Three in a row,weak,genre_weak:Three in a row,136304,2023-08-03,1140,3810,495,1234,0
match3,mechanic,51554338,Пузырьковый Bпрыск,Three in a row,weak,genre_weak:Three in a row,135290,2024-07-30,778,265,628,,1
match3,mechanic,51495581,Симпатичный пузырьковый шутер,Three in a row,weak,genre_weak:Three in a row,129902,2023-01-19,1336,542,801,,0
match3,mechanic,7883862,Соединять шарики 2048,Three in a row,weak,genre_weak:Three in a row,127057,2021-06-21,1913,,800,1016,0
match3,mechanic,7725851,Магический мир,Three in a row,weak,genre_weak:Three in a row,120166,2021-02-11,2043,457,235,120,1
match3,mechanic,8146064,Взрывай пузыри,Three in a row,weak,genre_weak:Three in a row,116564,2022-07-13,1526,473,873,,0
match3,mechanic,6641762,Вега Микс Круиз по Волге,Three in a row,weak,genre_weak:Three in a row,99510,2018-08-06,2963,4949,1192,405,0
match3,mechanic,51614608,Гуру плиток,Three in a row,weak,genre_weak:Three in a row,92642,2023-04-17,1248,2755,776,2488,0
match3,mechanic,52740328,Сортировка вещей в шкафу,Three in a row,weak,genre_weak:Three in a row,89533,2024-11-26,659,215,672,,1
match3,mechanic,52050213,Зума Делюкс,Three in a row,weak,genre_weak:Three in a row,88559,2024-07-26,782,1523,910,774,0
match3,mechanic,51691850,Отель Алисы - Alice's Hotel,Three in a row,weak,genre_weak:Three in a row,87282,2023-09-05,1107,507,272,85,1
match3,mechanic,51836857,Чайная Война С Молоком,Three in a row,weak,genre_weak:Three in a row,80962,2024-09-10,736,316,1491,,0
match3,mechanic,52867171,Зимние Шарики,Three in a row,weak,genre_weak:Three in a row,79714,2024-12-19,636,1855,486,1187,0
match3,mechanic,52886943,Шарики 2025,Three in a row,weak,genre_weak:Three in a row,79248,2024-12-26,629,1022,1119,,0
match3,mechanic,7183892,Вега Микс: Зимние приключения,Three in a row,weak,genre_weak:Three in a row,69115,2019-11-15,2497,4835,1395,1942,0
match3,mechanic,7725277,Family Hotel,Three in a row,weak,genre_weak:Three in a row,66436,2021-01-23,2062,,891,388,0
match3,mechanic,6224767,Волшебные сказки!,Three in a row,weak,genre_weak:Three in a row,62729,2017-10-31,3242,4976,4019,4020,0
match3,mechanic,8127512,Зоопарк Бум,Three in a row,weak,genre_weak:Three in a row,56457,2022-07-22,1517,1114,1415,1059,0
match3,mechanic,52337069,Чудо Блок,Three in a row,weak,genre_weak:Three in a row,56316,2024-11-05,680,794,852,,0
match3,mechanic,19163417,Псих Зума,Three in a row,weak,genre_weak:Three in a row,52888,2022-08-14,1494,1488,1032,1219,0
match3,mechanic,51836847,Еда Челлендж,Three in a row,weak,genre_weak:Three in a row,52494,2024-07-30,778,696,1150,,0
match3,mechanic,52201870,1 Сентября,Three in a row,weak,genre_weak:Three in a row,51545,2024-08-26,751,332,1320,,0
match3,mechanic,52703374,Гексо Деревяшки 2048,Three in a row,weak,genre_weak:Three in a row,49458,2024-11-20,665,3217,966,2752,0
match3,mechanic,52941296,Тайны Прошлого,Three in a row,weak,genre_weak:Three in a row,47183,2025-08-20,392,1807,200,48,1
match3,mechanic,51418021,Бычья Легенда,Three in a row,weak,genre_weak:Three in a row,42673,2022-10-11,1436,2321,1251,2775,0
match3,mechanic,52937214,Устранение Полок,Three in a row,weak,genre_weak:Three in a row,41214,2025-05-06,498,937,1345,,0
match3,mechanic,51928211,Сортировка Эмодзи!,Three in a row,weak,genre_weak:Three in a row,40946,2024-05-24,845,3827,824,1130,0
match3,mechanic,54263990,Сказка 2026,Three in a row,weak,genre_weak:Three in a row,40429,2025-10-29,322,1294,1698,435,0
match3,mechanic,52896454,Плиточки: Сортировка,Three in a row,weak,genre_weak:Three in a row,37568,2025-01-29,595,413,540,,0
match3,mechanic,52633090,ЗумаЛенд,Three in a row,weak,genre_weak:Three in a row,35202,2024-12-18,637,2241,828,287,1
match3,mechanic,8212672,Слияние 248,Three in a row,weak,genre_weak:Three in a row,33263,2022-07-07,1532,3609,1546,2328,0
match3,mechanic,51543281,Еда Устранить,Three in a row,weak,genre_weak:Three in a row,31842,2023-05-04,1231,2811,2112,2805,0
match3,mechanic,52894105,Нон-стоп Устранение,Three in a row,weak,genre_weak:Three in a row,30614,2025-10-24,327,1582,1391,,0
match3,mechanic,8222431,Башня из пузырей 3D,Three in a row,weak,genre_weak:Three in a row,30470,2022-08-04,1504,1815,1126,,0
match3,mechanic,51450268,Устранение конфет,Three in a row,weak,genre_weak:Three in a row,28576,2022-12-05,1381,1980,1796,761,0
match3,mechanic,51559478,Пузырь Шутер,Three in a row,weak,genre_weak:Three in a row,27737,2023-02-27,1297,2794,3224,3225,0
match3,mechanic,51729437,Драка В Машине,Three in a row,weak,genre_weak:Three in a row,27727,2024-12-13,642,1892,2664,1727,0
match3,mechanic,51415023,Бабл: Лопай Шарики,Three in a row,weak,genre_weak:Three in a row,26574,2022-09-09,1468,2809,3317,3318,0
match3,mechanic,51450266,Пузыри джунглей,Three in a row,weak,genre_weak:Three in a row,26481,2022-12-14,1372,2275,2201,953,0
match3,mechanic,52820689,Тайны Лесной Поляны,Three in a row,weak,genre_weak:Three in a row,25921,2024-12-12,643,2195,2098,,0
match3,mechanic,8031935,Сладкий мир,Three in a row,weak,genre_weak:Three in a row,25461,2022-01-14,1706,4209,2068,468,0
match3,mechanic,51615249,Соедини Овощи,Three in a row,weak,genre_weak:Three in a row,24272,2023-05-30,1205,2862,1818,,0
match3,mechanic,51729446,Повернул Bинт,Three in a row,weak,genre_weak:Three in a row,24193,2024-10-24,692,3726,1874,,0
match3,mechanic,52924131,Шары,Three in a row,weak,genre_weak:Three in a row,23888,2025-01-15,609,1224,1958,,0
match3,mechanic,7965168,Магия Парка Развлечений,Three in a row,weak,genre_weak:Three in a row,23423,2021-10-15,1797,4529,1840,566,0
match3,mechanic,51450267,Цыпленок Зума,Three in a row,weak,genre_weak:Three in a row,23166,2023-01-31,1324,1686,794,536,0
match3,mechanic,51493041,Мастер Питомцев,Three in a row,weak,genre_weak:Three in a row,22570,2022-12-14,1372,1136,1699,,0
match3,mechanic,53013570,Сортировка: женские штучки,Three in a row,weak,genre_weak:Three in a row,21780,2025-02-11,582,2630,1936,981,0
match3,mechanic,8091249,Dragon Puzzle,Three in a row,weak,genre_weak:Three in a row,21572,2022-03-17,1644,,2678,,0
match3,mechanic,52937215,Уничтожение Шаров,Three in a row,weak,genre_weak:Three in a row,21533,2025-04-16,518,2587,1528,594,0
match3,mechanic,52878417,Зума - Кристальные шарики,Three in a row,weak,genre_weak:Three in a row,21496,2024-12-26,629,2009,1604,,0
match3,mechanic,51495570,Устранение Hомеров,Three in a row,weak,genre_weak:Three in a row,20985,2023-04-04,1261,3294,1827,,0
match3,mechanic,51615269,Связь С Животными,Three in a row,weak,genre_weak:Three in a row,20358,2023-05-10,1225,1638,2429,,0
match3,mechanic,51803632,Поймай Пигги,Three in a row,weak,genre_weak:Three in a row,19562,2024-10-11,705,3836,2003,1168,0
match3,mechanic,53371457,Лес Изумрудов,Three in a row,weak,genre_weak:Three in a row,18541,2025-04-03,531,1475,936,1017,0
match3,mechanic,8215960,Семейный Городок,Three in a row,weak,genre_weak:Three in a row,18376,2022-11-03,1413,3728,2077,185,1
match3,mechanic,51492686,Линии Шарики 98 - пять в ряд,Three in a row,weak,genre_weak:Three in a row,16818,2022-12-02,1384,1275,1615,1226,0
